lncRNA,protein
NONMMUG036202,FMRP
NONMMUG036202,Fus
NONMMUG036202,Tdp43
NONMMUG036220,FMRP
NONMMUG036220,Fus
NONMMUG036220,Tdp43
NONMMUG036229,FMRP
NONMMUG036229,Fus
NONMMUG036229,Tdp43
NONMMUG036236,FMRP
NONMMUG036236,Fus
NONMMUG036249,FMRP
NONMMUG036249,Fus
NONMMUG036249,Tdp43
NONMMUG036282,FMRP
NONMMUG036282,Fus
NONMMUG036282,JARID2
NONMMUG036282,Tardbp
NONMMUG036282,Tdp43
NONMMUG036282,Upf1
NONMMUG036286,FMRP
NONMMUG036286,Fus
NONMMUG036286,Tdp43
NONMMUG036321,FMRP
NONMMUG036321,Fus
NONMMUG036321,Tdp43
NONMMUG036335,FMRP
NONMMUG036335,Fus
NONMMUG036335,Upf1
NONMMUG036347,FMRP
NONMMUG036347,Fus
NONMMUG036347,Tdp43
NONMMUG036349,FMRP
NONMMUG036349,Fus
NONMMUG036349,Tdp43
NONMMUG036357,FMRP
NONMMUG036357,Fus
NONMMUG036357,Tdp43
NONMMUG036357,Upf1
NONMMUG036375,FMRP
NONMMUG036375,Fus
NONMMUG036375,PABPC1
NONMMUG036375,Tdp43
NONMMUG036385,FMRP
NONMMUG036385,Fus
NONMMUG036413,FMRP
NONMMUG036413,Fus
NONMMUG036413,Nova1
NONMMUG036413,Tdp43
NONMMUG036478,FMRP
NONMMUG036478,Fus
NONMMUG036478,Tdp43
NONMMUG036478,Upf1
NONMMUG036480,FMRP
NONMMUG036480,Fus
NONMMUG036480,Tdp43
NONMMUG036481,FMRP
NONMMUG036481,Fus
NONMMUG036481,Tdp43
NONMMUG036485,FMRP
NONMMUG036485,Fus
NONMMUG036485,Tdp43
NONMMUG036486,FMRP
NONMMUG036486,Fus
NONMMUG036486,Tdp43
NONMMUG036486,Upf1
NONMMUG036499,FMRP
NONMMUG036499,Fus
NONMMUG036499,Tdp43
NONMMUG036509,FMRP
NONMMUG036509,Fus
NONMMUG036509,JARID2
NONMMUG036509,Tdp43
NONMMUG036509,Upf1
NONMMUG036547,FMRP
NONMMUG036551,FMRP
NONMMUG036551,Fus
NONMMUG036559,FMRP
NONMMUG036559,Tdp43
NONMMUG036566,FMRP
NONMMUG036566,Fus
NONMMUG036566,Tdp43
NONMMUG036566,Upf1
NONMMUG036605,FMRP
NONMMUG036636,FMRP
NONMMUG036681,FMRP
NONMMUG036681,Fus
NONMMUG036681,JARID2
NONMMUG036681,Tdp43
NONMMUG036681,Upf1
NONMMUG036689,FMRP
NONMMUG036745,FMRP
NONMMUG036745,Fus
NONMMUG036745,Tdp43
NONMMUG036745,Upf1
NONMMUG036747,FMRP
NONMMUG036747,Fus
NONMMUG036747,Tdp43
NONMMUG036761,FMRP
NONMMUG036761,Fus
NONMMUG036761,Tdp43
NONMMUG036761,Upf1
NONMMUG036788,FMRP
NONMMUG036788,Fus
NONMMUG036788,Tdp43
NONMMUG036806,FMRP
NONMMUG036806,Fus
NONMMUG036806,Tdp43
NONMMUG036806,Upf1
NONMMUG036815,FMRP
NONMMUG036815,Fus
NONMMUG036896,FMRP
NONMMUG036896,Fus
NONMMUG036896,JARID2
NONMMUG036896,Tdp43
NONMMUG036905,FMRP
NONMMUG036905,Tdp43
NONMMUG036907,FMRP
NONMMUG036908,FMRP
NONMMUG036908,Fus
NONMMUG036908,PABPC1
NONMMUG036908,Tdp43
NONMMUG036908,Upf1
NONMMUG036915,FMRP
NONMMUG036915,Fus
NONMMUG036915,Tdp43
NONMMUG036964,FMRP
NONMMUG036964,Fus
NONMMUG036964,Tdp43
NONMMUG036964,Upf1
NONMMUG036967,FMRP
NONMMUG036967,Fus
NONMMUG036967,Tdp43
NONMMUG036976,FMRP
NONMMUG036976,Fus
NONMMUG036976,Tdp43
NONMMUG036983,FMRP
NONMMUG037002,FMRP
NONMMUG037002,Fus
NONMMUG037002,Tdp43
NONMMUG037063,FMRP
NONMMUG037063,Fus
NONMMUG037063,JARID2
NONMMUG037063,Upf1
NONMMUG037073,FMRP
NONMMUG037073,Fus
NONMMUG037073,Nova1
NONMMUG037073,Tdp43
NONMMUG037079,FMRP
NONMMUG037079,Fus
NONMMUG037079,Tdp43
NONMMUG037080,FMRP
NONMMUG037080,Fus
NONMMUG037080,Tdp43
NONMMUG037081,FMRP
NONMMUG037081,Fus
NONMMUG037081,Tdp43
NONMMUG037083,FMRP
NONMMUG037083,Tdp43
NONMMUG037130,FMRP
NONMMUG037130,Fus
NONMMUG037130,Tdp43
NONMMUG037131,FMRP
NONMMUG037131,Fus
NONMMUG037131,Tdp43
NONMMUG037139,FMRP
NONMMUG037139,Fus
NONMMUG037139,Tdp43
NONMMUG037144,FMRP
NONMMUG037144,Tdp43
NONMMUG037144,Upf1
NONMMUG037154,FMRP
NONMMUG037154,Fus
NONMMUG037154,Tdp43
NONMMUG037169,FMRP
NONMMUG037169,Fus
NONMMUG037169,JARID2
NONMMUG037169,Nova1
NONMMUG037169,Tdp43
NONMMUG037169,Upf1
NONMMUG037171,FMRP
NONMMUG037171,Fus
NONMMUG037171,Tdp43
NONMMUG037180,FMRP
NONMMUG037180,Fus
NONMMUG037180,Mbnl1
NONMMUG037180,Tdp43
NONMMUG037191,FMRP
NONMMUG037191,Fus
NONMMUG037191,Tdp43
NONMMUG037191,Upf1
NONMMUG037200,FMRP
NONMMUG037244,FMRP
NONMMUG037244,Fus
NONMMUG037246,FMRP
NONMMUG037246,Fus
NONMMUG037246,Tdp43
NONMMUG037257,FMRP
NONMMUG037257,Fus
NONMMUG037257,Tdp43
NONMMUG037303,FMRP
NONMMUG037303,Fus
NONMMUG037303,Tdp43
NONMMUG037303,Upf1
NONMMUG037329,FMRP
NONMMUG037329,Fus
NONMMUG037329,Tdp43
NONMMUG037347,FMRP
NONMMUG037347,Fus
NONMMUG037347,Tdp43
NONMMUG037348,FMRP
NONMMUG037348,Fus
NONMMUG037348,Tdp43
NONMMUG037348,Upf1
NONMMUG037349,FMRP
NONMMUG037349,Fus
NONMMUG037349,JARID2
NONMMUG037349,Tdp43
NONMMUG037361,FMRP
NONMMUG037361,Fus
NONMMUG037362,FMRP
NONMMUG037362,Fus
NONMMUG037362,Tdp43
NONMMUG037435,FMRP
NONMMUG037452,FMRP
NONMMUG037452,Fus
NONMMUG037452,Tdp43
NONMMUG037452,Upf1
NONMMUG037453,FMRP
NONMMUG037453,Fus
NONMMUG037453,Tdp43
NONMMUG037453,Upf1
NONMMUG037494,FMRP
NONMMUG037502,FMRP
NONMMUG037502,Fus
NONMMUG037502,Tdp43
NONMMUG037502,Upf1
NONMMUG037515,FMRP
NONMMUG037515,Fus
NONMMUG037515,Tdp43
NONMMUG037515,Upf1
NONMMUG037532,FMRP
NONMMUG037532,Fus
NONMMUG037532,Tdp43
NONMMUG037533,FMRP
NONMMUG037533,Fus
NONMMUG037533,Tdp43
NONMMUG037533,Upf1
NONMMUG037545,FMRP
NONMMUG037545,Fus
NONMMUG037545,Tdp43
NONMMUG037545,Upf1
NONMMUG037565,FMRP
NONMMUG037565,Fus
NONMMUG037565,Tdp43
NONMMUG037630,FMRP
NONMMUG037630,Fus
NONMMUG037630,Tdp43
NONMMUG037674,FMRP
NONMMUG037674,Fus
NONMMUG037674,Tdp43
NONMMUG037738,FMRP
NONMMUG037764,FMRP
NONMMUG037764,Fus
NONMMUG037768,FMRP
NONMMUG037768,Fus
NONMMUG037774,FMRP
NONMMUG037774,Tdp43
NONMMUG037795,FMRP
NONMMUG037795,Fus
NONMMUG037804,FMRP
NONMMUG037804,Fus
NONMMUG037863,FMRP
NONMMUG037863,Fus
NONMMUG037874,FMRP
NONMMUG037874,Fus
NONMMUG037874,Tdp43
NONMMUG037884,FMRP
NONMMUG037884,Fus
NONMMUG037884,Tdp43
NONMMUG037884,Upf1
NONMMUG037902,FMRP
NONMMUG037902,Fus
NONMMUG037902,Upf1
NONMMUG037910,FMRP
NONMMUG037910,Fus
NONMMUG037910,Tdp43
NONMMUG037911,FMRP
NONMMUG037911,Fus
NONMMUG037911,Tdp43
NONMMUG037912,FMRP
NONMMUG037912,Fus
NONMMUG037912,Tdp43
NONMMUG037937,FMRP
NONMMUG037937,Fus
NONMMUG037937,Tdp43
NONMMUG037937,Upf1
NONMMUG037941,FMRP
NONMMUG037941,Fus
NONMMUG037941,Tdp43
NONMMUG037941,Upf1
NONMMUG037975,FMRP
NONMMUG037975,Fus
NONMMUG037975,Tdp43
NONMMUG038010,FMRP
NONMMUG038010,Fus
NONMMUG038068,FMRP
NONMMUG038068,Fus
NONMMUG038088,FMRP
NONMMUG038088,Fus
NONMMUG038088,Tdp43
NONMMUG038088,Upf1
NONMMUG038094,FMRP
NONMMUG038094,Fus
NONMMUG038094,Tdp43
NONMMUG038097,FMRP
NONMMUG038097,Fus
NONMMUG038097,JARID2
NONMMUG038097,Tdp43
NONMMUG038097,Upf1
NONMMUG038102,FMRP
NONMMUG038102,Fus
NONMMUG038102,Tdp43
NONMMUG038104,FMRP
NONMMUG038104,Fus
NONMMUG038104,JARID2
NONMMUG038104,Tdp43
NONMMUG038104,Upf1
NONMMUG038111,FMRP
NONMMUG038111,Fus
NONMMUG038111,Nova1
NONMMUG038111,Tdp43
NONMMUG038111,Upf1
NONMMUG038117,FMRP
NONMMUG038117,Fus
NONMMUG038117,Tdp43
NONMMUG038118,FMRP
NONMMUG038118,Fus
NONMMUG038118,Tdp43
NONMMUG038118,Upf1
NONMMUG038121,FMRP
NONMMUG038121,Fus
NONMMUG038121,Tdp43
NONMMUG038125,FMRP
NONMMUG038125,Fus
NONMMUG038125,Tdp43
NONMMUG038133,FMRP
NONMMUG038133,Fus
NONMMUG038133,Nova1
NONMMUG038133,Tdp43
NONMMUG038139,FMRP
NONMMUG038139,Fus
NONMMUG038139,Tdp43
NONMMUG038139,Upf1
NONMMUG038142,FMRP
NONMMUG038142,Fus
NONMMUG038142,Tdp43
NONMMUG038144,FMRP
NONMMUG038144,Fus
NONMMUG038144,JARID2
NONMMUG038144,Nova1
NONMMUG038144,Tdp43
NONMMUG038144,Upf1
NONMMUG038147,FMRP
NONMMUG038147,Fus
NONMMUG038147,Tdp43
NONMMUG038155,FMRP
NONMMUG038155,Fus
NONMMUG038155,Nova1
NONMMUG038155,Tdp43
NONMMUG038158,FMRP
NONMMUG038158,Fus
NONMMUG038158,Tdp43
NONMMUG038158,Upf1
NONMMUG038159,FMRP
NONMMUG038159,Fus
NONMMUG038159,Nova1
NONMMUG038159,Tdp43
NONMMUG038167,FMRP
NONMMUG038167,Fus
NONMMUG038167,Tdp43
NONMMUG038167,Upf1
NONMMUG038168,FMRP
NONMMUG038168,Fus
NONMMUG038168,Tdp43
NONMMUG038170,FMRP
NONMMUG038170,Fus
NONMMUG038170,Tdp43
NONMMUG038179,FMRP
NONMMUG038179,Fus
NONMMUG038179,Tdp43
NONMMUG038180,FMRP
NONMMUG038180,Fus
NONMMUG038180,Nova1
NONMMUG038180,Tdp43
NONMMUG038180,Upf1
NONMMUG038200,FMRP
NONMMUG038200,Fus
NONMMUG038204,FMRP
NONMMUG038204,Fus
NONMMUG038204,Tdp43
NONMMUG038204,Upf1
NONMMUG038211,FMRP
NONMMUG038211,Fus
NONMMUG038211,Tdp43
NONMMUG038214,FMRP
NONMMUG038214,Fus
NONMMUG038214,Tdp43
NONMMUG038252,FMRP
NONMMUG038326,FMRP
NONMMUG038326,Fus
NONMMUG038326,Tdp43
NONMMUG038360,FMRP
NONMMUG038360,Fus
NONMMUG038360,Tdp43
NONMMUG038382,FMRP
NONMMUG038382,Fus
NONMMUG038382,Upf1
NONMMUG038401,FMRP
NONMMUG038401,Fus
NONMMUG038401,JARID2
NONMMUG038401,Tdp43
NONMMUG038401,Upf1
NONMMUG038413,FMRP
NONMMUG038413,Fus
NONMMUG038413,Nova1
NONMMUG038413,Tdp43
NONMMUG038414,FMRP
NONMMUG038414,Fus
NONMMUG038414,Tdp43
NONMMUG038417,FMRP
NONMMUG038417,Fus
NONMMUG038417,Tdp43
NONMMUG038421,FMRP
NONMMUG038421,Fus
NONMMUG038421,Tdp43
NONMMUG038423,FMRP
NONMMUG038423,Fus
NONMMUG038423,Tdp43
NONMMUG038423,Upf1
NONMMUG038430,FMRP
NONMMUG038430,Fus
NONMMUG038430,Tdp43
NONMMUG038439,FMRP
NONMMUG038439,Fus
NONMMUG038439,Nova1
NONMMUG038439,Tdp43
NONMMUG038439,Upf1
NONMMUG038452,FMRP
NONMMUG038452,Fus
NONMMUG038452,Tdp43
NONMMUG038473,FMRP
NONMMUG038473,Fus
NONMMUG038502,FMRP
NONMMUG038502,Fus
NONMMUG038547,FMRP
NONMMUG038570,FMRP
NONMMUG038570,Fus
NONMMUG038570,Tdp43
NONMMUG038572,FMRP
NONMMUG038572,Fus
NONMMUG038572,Tdp43
NONMMUG038580,FMRP
NONMMUG038580,Fus
NONMMUG038580,Tdp43
NONMMUG038585,FMRP
NONMMUG038585,Fus
NONMMUG038585,Tdp43
NONMMUG038585,Upf1
NONMMUG038586,FMRP
NONMMUG038586,Fus
NONMMUG038586,Tdp43
NONMMUG038586,Upf1
NONMMUG038587,FMRP
NONMMUG038587,Fus
NONMMUG038587,Tdp43
NONMMUG038587,Upf1
NONMMUG038633,FMRP
NONMMUG038633,Fus
NONMMUG038633,Tdp43
NONMMUG038634,FMRP
NONMMUG038634,Fus
NONMMUG038634,Tdp43
NONMMUG038635,FMRP
NONMMUG038635,Fus
NONMMUG038635,Tdp43
NONMMUG038657,FMRP
NONMMUG038657,Fus
NONMMUG038657,Tdp43
NONMMUG038671,FMRP
NONMMUG038671,Fus
NONMMUG038673,FMRP
NONMMUG038673,Fus
NONMMUG038673,Tdp43
NONMMUG038677,FMRP
NONMMUG038677,Fus
NONMMUG038677,Mbnl1
NONMMUG038677,Tdp43
NONMMUG038705,FMRP
NONMMUG038705,Fus
NONMMUG038705,Tdp43
NONMMUG038719,FMRP
NONMMUG038719,Fus
NONMMUG038719,Tdp43
NONMMUG038719,Upf1
NONMMUG038725,FMRP
NONMMUG038725,Fus
NONMMUG038725,Tdp43
NONMMUG038725,Upf1
NONMMUG038747,FMRP
NONMMUG038747,Fus
NONMMUG038747,Nova1
NONMMUG038747,PABPC1
NONMMUG038747,Tdp43
NONMMUG038752,FMRP
NONMMUG038752,Fus
NONMMUG038752,Tdp43
NONMMUG038769,FMRP
NONMMUG038769,Fus
NONMMUG038769,JARID2
NONMMUG038769,Tdp43
NONMMUG038769,Upf1
NONMMUG038770,FMRP
NONMMUG038770,Fus
NONMMUG038770,Tdp43
NONMMUG038770,Upf1
NONMMUG038773,FMRP
NONMMUG038773,Fus
NONMMUG038773,Tdp43
NONMMUG038773,Upf1
NONMMUG038775,FMRP
NONMMUG038775,Fus
NONMMUG038775,JARID2
NONMMUG038775,Tdp43
NONMMUG038775,Upf1
NONMMUG038789,FMRP
NONMMUG038789,Fus
NONMMUG038789,Tdp43
NONMMUG038800,FMRP
NONMMUG038800,Fus
NONMMUG038800,Tdp43
NONMMUG038804,FMRP
NONMMUG038804,Tdp43
NONMMUG038814,FMRP
NONMMUG038814,Fus
NONMMUG038814,Tdp43
NONMMUG038814,Upf1
NONMMUG038815,FMRP
NONMMUG038815,Fus
NONMMUG038815,Upf1
NONMMUG038819,FMRP
NONMMUG038819,Fus
NONMMUG038819,PABPC1
NONMMUG038819,Tdp43
NONMMUG038819,Upf1
NONMMUG038835,FMRP
NONMMUG038835,Fus
NONMMUG038835,Tdp43
NONMMUG038839,FMRP
NONMMUG038839,Fus
NONMMUG038839,Tdp43
NONMMUG038853,FMRP
NONMMUG038853,Fus
NONMMUG038853,Tdp43
NONMMUG038853,Upf1
NONMMUG038881,FMRP
NONMMUG038881,Fus
NONMMUG038896,FMRP
NONMMUG038896,Fus
NONMMUG038896,Tdp43
NONMMUG038896,Upf1
NONMMUG038897,FMRP
NONMMUG038897,Fus
NONMMUG038897,Tdp43
NONMMUG038897,Upf1
NONMMUG038953,FMRP
NONMMUG039016,FMRP
NONMMUG039016,Fus
NONMMUG039133,FMRP
NONMMUG039133,Fus
NONMMUG039133,Tdp43
NONMMUG039140,FMRP
NONMMUG039140,Fus
NONMMUG039140,Tdp43
NONMMUG039196,FMRP
NONMMUG039196,Fus
NONMMUG039196,Tdp43
NONMMUG039196,Upf1
NONMMUG039205,FMRP
NONMMUG039205,Fus
NONMMUG039205,Tdp43
NONMMUG039205,Upf1
NONMMUG039216,FMRP
NONMMUG039216,Fus
NONMMUG039216,Tdp43
NONMMUG039216,Upf1
NONMMUG039236,FMRP
NONMMUG039236,Fus
NONMMUG039236,Tdp43
NONMMUG039242,FMRP
NONMMUG039242,Fus
NONMMUG039242,Tdp43
NONMMUG039243,FMRP
NONMMUG039243,Fus
NONMMUG039243,Tdp43
NONMMUG039246,FMRP
NONMMUG039246,Fus
NONMMUG039246,Tdp43
NONMMUG039250,FMRP
NONMMUG039250,Fus
NONMMUG039250,Tdp43
NONMMUG039269,FMRP
NONMMUG039269,Fus
NONMMUG039269,Tdp43
NONMMUG039295,FMRP
NONMMUG039295,Tdp43
NONMMUG039295,Upf1
NONMMUG039313,FMRP
NONMMUG039339,FMRP
NONMMUG039339,Fus
NONMMUG039339,Tdp43
NONMMUG039339,Upf1
NONMMUG039358,FMRP
NONMMUG039358,Fus
NONMMUG039358,Tdp43
NONMMUG039364,FMRP
NONMMUG039364,Fus
NONMMUG039364,Tdp43
NONMMUG039364,Upf1
NONMMUG039377,FMRP
NONMMUG039377,Upf1
NONMMUG039378,FMRP
NONMMUG039378,Fus
NONMMUG039378,Tdp43
NONMMUG039378,Upf1
NONMMUG039383,FMRP
NONMMUG039383,Fus
NONMMUG039383,Upf1
NONMMUG039385,FMRP
NONMMUG039385,Fus
NONMMUG039385,JARID2
NONMMUG039385,Tdp43
NONMMUG039385,Upf1
NONMMUG039390,FMRP
NONMMUG039390,Fus
NONMMUG039390,Tdp43
NONMMUG039390,Upf1
NONMMUG039427,FMRP
NONMMUG039427,Fus
NONMMUG039427,Tdp43
NONMMUG039427,Upf1
NONMMUG039439,FMRP
NONMMUG039439,Fus
NONMMUG039439,Tdp43
NONMMUG039443,FMRP
NONMMUG039443,Fus
NONMMUG039443,Tdp43
NONMMUG039465,FMRP
NONMMUG039465,Fus
NONMMUG039465,Tdp43
NONMMUG039489,FMRP
NONMMUG039489,Fus
NONMMUG039489,Tdp43
NONMMUG039496,FMRP
NONMMUG039496,Tdp43
NONMMUG039519,FMRP
NONMMUG039519,Fus
NONMMUG039519,Mbnl1
NONMMUG039519,Tdp43
NONMMUG039519,Upf1
NONMMUG039531,FMRP
NONMMUG039531,PABPC1
NONMMUG039531,Tdp43
NONMMUG039532,FMRP
NONMMUG039532,JARID2
NONMMUG039532,Upf1
NONMMUG039536,FMRP
NONMMUG039540,FMRP
NONMMUG039540,Fus
NONMMUG039540,JARID2
NONMMUG039540,Tdp43
NONMMUG039572,FMRP
NONMMUG039572,Fus
NONMMUG039572,Tdp43
NONMMUG039577,FMRP
NONMMUG039577,Fus
NONMMUG039577,Upf1
NONMMUG039585,FMRP
NONMMUG039585,Fus
NONMMUG039585,Tdp43
NONMMUG039608,FMRP
NONMMUG039608,Fus
NONMMUG039608,PABPC1
NONMMUG039608,Tdp43
NONMMUG039608,Upf1
NONMMUG039614,FMRP
NONMMUG039699,FMRP
NONMMUG039699,Fus
NONMMUG039699,Tdp43
NONMMUG039699,Upf1
NONMMUG039711,FMRP
NONMMUG039711,Fus
NONMMUG039711,Tdp43
NONMMUG039740,FMRP
NONMMUG039740,Fus
NONMMUG039787,FMRP
NONMMUG039787,Fus
NONMMUG039787,Tdp43
NONMMUG039796,FMRP
NONMMUG039796,Fus
NONMMUG039796,Tdp43
NONMMUG039796,Upf1
NONMMUG039807,FMRP
NONMMUG039807,Fus
NONMMUG039807,JARID2
NONMMUG039807,PABPC1
NONMMUG039807,Tdp43
NONMMUG039807,Upf1
NONMMUG039821,FMRP
NONMMUG039821,Fus
NONMMUG039821,Tdp43
NONMMUG039825,FMRP
NONMMUG039825,Fus
NONMMUG039825,Tdp43
NONMMUG039830,FMRP
NONMMUG039830,Fus
NONMMUG039830,Tardbp
NONMMUG039830,Tdp43
NONMMUG039834,FMRP
NONMMUG039834,Fus
NONMMUG039834,Tdp43
NONMMUG039847,FMRP
NONMMUG039847,Fus
NONMMUG039890,FMRP
NONMMUG039890,Fus
NONMMUG039890,Tdp43
NONMMUG039890,Upf1
NONMMUG039950,FMRP
NONMMUG039950,Fus
NONMMUG039950,Nova1
NONMMUG039961,FMRP
NONMMUG039961,Fus
NONMMUG039961,Tdp43
NONMMUG039962,FMRP
NONMMUG039962,Fus
NONMMUG039962,Tdp43
NONMMUG039979,FMRP
NONMMUG039979,Fus
NONMMUG039979,Tdp43
NONMMUG039986,FMRP
NONMMUG039986,Fus
NONMMUG039986,Tdp43
NONMMUG039996,FMRP
NONMMUG039996,Tdp43
NONMMUG039996,Upf1
NONMMUG040005,FMRP
NONMMUG040005,Fus
NONMMUG040005,Nova1
NONMMUG040005,Tdp43
NONMMUG040005,Upf1
NONMMUG040007,FMRP
NONMMUG040007,Fus
NONMMUG040007,Tdp43
NONMMUG040018,FMRP
NONMMUG040109,FMRP
NONMMUG040165,FMRP
NONMMUG040165,Fus
NONMMUG040165,Tdp43
NONMMUG040171,FMRP
NONMMUG040186,FMRP
NONMMUG040186,Fus
NONMMUG040191,FMRP
NONMMUG040191,Fus
NONMMUG040206,FMRP
NONMMUG040206,Fus
NONMMUG040206,Tdp43
NONMMUG040221,FMRP
NONMMUG040221,Upf1
NONMMUG040232,FMRP
NONMMUG040232,Fus
NONMMUG040232,Tdp43
NONMMUG040232,Upf1
NONMMUG040234,FMRP
NONMMUG040234,Fus
NONMMUG040234,Tdp43
NONMMUG040261,FMRP
NONMMUG040261,Fus
NONMMUG040261,Nova1
NONMMUG040261,Tdp43
NONMMUG040265,FMRP
NONMMUG040265,Fus
NONMMUG040301,FMRP
NONMMUG040304,FMRP
NONMMUG040304,Fus
NONMMUG040304,Tdp43
NONMMUG040304,Upf1
NONMMUG040312,FMRP
NONMMUG040312,Fus
NONMMUG040312,Tdp43
NONMMUG040340,FMRP
NONMMUG040340,Fus
NONMMUG040340,Tdp43
NONMMUG040340,Upf1
NONMMUG040354,FMRP
NONMMUG040354,Fus
NONMMUG040354,Tdp43
NONMMUG040356,FMRP
NONMMUG040356,Fus
NONMMUG040356,Tdp43
NONMMUG040357,FMRP
NONMMUG040357,Fus
NONMMUG040380,FMRP
NONMMUG040380,Upf1
NONMMUG040383,FMRP
NONMMUG040383,Fus
NONMMUG040383,JARID2
NONMMUG040383,Tdp43
NONMMUG040383,Upf1
NONMMUG040392,FMRP
NONMMUG040392,Fus
NONMMUG040392,Tdp43
NONMMUG040406,FMRP
NONMMUG040414,FMRP
NONMMUG040414,Fus
NONMMUG040414,Tdp43
NONMMUG040414,Upf1
NONMMUG040423,FMRP
NONMMUG040446,FMRP
NONMMUG040446,Fus
NONMMUG040446,Tdp43
NONMMUG040465,FMRP
NONMMUG040492,FMRP
NONMMUG040492,Tdp43
NONMMUG040516,FMRP
NONMMUG040516,Fus
NONMMUG040516,JARID2
NONMMUG040516,Tdp43
NONMMUG040516,Upf1
NONMMUG040530,FMRP
NONMMUG040530,Fus
NONMMUG040530,JARID2
NONMMUG040530,Tdp43
NONMMUG040530,Upf1
NONMMUG040574,FMRP
NONMMUG040574,Fus
NONMMUG040574,Tdp43
NONMMUG040585,FMRP
NONMMUG040585,Fus
NONMMUG040585,Tdp43
NONMMUG040599,FMRP
NONMMUG040599,Fus
NONMMUG040599,Tdp43
NONMMUG040599,Upf1
NONMMUG040620,FMRP
NONMMUG040620,Fus
NONMMUG040620,Tdp43
NONMMUG040621,FMRP
NONMMUG040621,Fus
NONMMUG040621,Nova1
NONMMUG040621,Tdp43
NONMMUG040622,FMRP
NONMMUG040622,Fus
NONMMUG040626,FMRP
NONMMUG040626,Fus
NONMMUG040626,Tdp43
NONMMUG040626,Upf1
NONMMUG040675,FMRP
NONMMUG040675,Fus
NONMMUG040677,FMRP
NONMMUG040678,FMRP
NONMMUG040678,Fus
NONMMUG040678,Tdp43
NONMMUG040717,FMRP
NONMMUG040717,Fus
NONMMUG040717,Nova1
NONMMUG040717,Tdp43
NONMMUG040717,Upf1
NONMMUG040718,FMRP
NONMMUG040718,Fus
NONMMUG040718,Tdp43
NONMMUG040757,FMRP
NONMMUG040757,Fus
NONMMUG040757,Tdp43
NONMMUG040760,FMRP
NONMMUG040760,Fus
NONMMUG040760,Tdp43
NONMMUG040781,FMRP
NONMMUG040781,Fus
NONMMUG040781,Tdp43
NONMMUG040781,Upf1
NONMMUG040816,FMRP
NONMMUG040816,Fus
NONMMUG040816,Tdp43
NONMMUG040816,Upf1
NONMMUG040820,FMRP
NONMMUG040820,Fus
NONMMUG040820,Tdp43
NONMMUG040820,Upf1
NONMMUG040824,FMRP
NONMMUG040824,Fus
NONMMUG040824,Tdp43
NONMMUG040844,FMRP
NONMMUG040844,Fus
NONMMUG040844,Tdp43
NONMMUG040845,FMRP
NONMMUG040845,Fus
NONMMUG040845,Tdp43
NONMMUG040855,FMRP
NONMMUG040855,Fus
NONMMUG040855,Tdp43
NONMMUG040855,Upf1
NONMMUG040859,FMRP
NONMMUG040859,Fus
NONMMUG040859,Tdp43
NONMMUG040885,FMRP
NONMMUG040885,Fus
NONMMUG040885,Tdp43
NONMMUG040885,Upf1
NONMMUG040922,FMRP
NONMMUG040922,Tdp43
NONMMUG040939,FMRP
NONMMUG040939,Fus
NONMMUG040939,Tdp43
NONMMUG040940,FMRP
NONMMUG040940,Fus
NONMMUG040940,Tdp43
NONMMUG040945,FMRP
NONMMUG040945,Fus
NONMMUG040945,Nova1
NONMMUG040982,FMRP
NONMMUG040982,Fus
NONMMUG040982,Tdp43
NONMMUG040982,Upf1
NONMMUG041014,FMRP
NONMMUG041014,Fus
NONMMUG041014,JARID2
NONMMUG041014,Tdp43
NONMMUG041014,Upf1
NONMMUG041052,FMRP
NONMMUG041052,Fus
NONMMUG041052,Tdp43
NONMMUG041053,FMRP
NONMMUG041053,Fus
NONMMUG041053,Tdp43
NONMMUG041053,Upf1
NONMMUG041064,FMRP
NONMMUG041064,Fus
NONMMUG041064,Tdp43
NONMMUG041064,Upf1
NONMMUG041068,FMRP
NONMMUG041068,Fus
NONMMUG041068,Tdp43
NONMMUG041068,Upf1
NONMMUG041091,FMRP
NONMMUG041091,Fus
NONMMUG041091,Tdp43
NONMMUG041095,FMRP
NONMMUG041095,Fus
NONMMUG041095,Tdp43
NONMMUG041144,FMRP
NONMMUG041144,Fus
NONMMUG041144,Tdp43
NONMMUG041147,FMRP
NONMMUG041147,Fus
NONMMUG041147,Tdp43
NONMMUG041149,FMRP
NONMMUG041149,Fus
NONMMUG041149,Tdp43
NONMMUG041149,Upf1
NONMMUG041174,FMRP
NONMMUG041174,Fus
NONMMUG041174,JARID2
NONMMUG041174,Tdp43
NONMMUG041174,Upf1
NONMMUG041183,FMRP
NONMMUG041204,FMRP
NONMMUG041204,Fus
NONMMUG041204,JARID2
NONMMUG041204,Tdp43
NONMMUG041204,Upf1
NONMMUG041227,FMRP
NONMMUG041227,Fus
NONMMUG041227,Tdp43
NONMMUG041237,FMRP
NONMMUG041243,FMRP
NONMMUG041243,Fus
NONMMUG041243,Tdp43
NONMMUG041243,Upf1
NONMMUG041311,FMRP
NONMMUG041311,Fus
NONMMUG041336,FMRP
NONMMUG041336,Fus
NONMMUG041336,Tdp43
NONMMUG041336,Upf1
NONMMUG041354,FMRP
NONMMUG041354,Fus
NONMMUG041361,FMRP
NONMMUG041361,Fus
NONMMUG041361,Tdp43
NONMMUG041372,FMRP
